Mobility_surrogate_key,Mobility_key,Date,Metro_area,Subregion,Province,Retail_and_recreation,Grocery_and_pharmacy,Park,Transit_stations,Workplaces,Residential
181,ChIJNWdhlINO1YkR3unhOZ62X8820201030,2020-10-30,,Durham,Ontario,-12.0,3.0,-11.0,-51.0,-32.0,13.0
182,ChIJNWdhlINO1YkR3unhOZ62X8820201031,2020-10-31,,Durham,Ontario,-10.0,11.0,45.0,-27.0,0.0,5.0
183,ChIJNWdhlINO1YkR3unhOZ62X8820201101,2020-11-01,,Durham,Ontario,-16.0,-5.0,-31.0,-34.0,-8.0,6.0
184,ChIJNWdhlINO1YkR3unhOZ62X8820201102,2020-11-02,,Durham,Ontario,-16.0,-3.0,-19.0,-59.0,-36.0,14.0
185,ChIJNWdhlINO1YkR3unhOZ62X8820201103,2020-11-03,,Durham,Ontario,-15.0,-1.0,-15.0,-56.0,-37.0,14.0
186,ChIJNWdhlINO1YkR3unhOZ62X8820201104,2020-11-04,,Durham,Ontario,-14.0,-3.0,16.0,-56.0,-33.0,13.0
187,ChIJNWdhlINO1YkR3unhOZ62X8820201105,2020-11-05,,Durham,Ontario,-14.0,1.0,18.0,-55.0,-34.0,13.0
188,ChIJNWdhlINO1YkR3unhOZ62X8820201106,2020-11-06,,Durham,Ontario,-15.0,-4.0,19.0,-54.0,-31.0,13.0
189,ChIJNWdhlINO1YkR3unhOZ62X8820201107,2020-11-07,,Durham,Ontario,-9.0,2.0,114.0,-30.0,0.0,5.0
190,ChIJNWdhlINO1YkR3unhOZ62X8820201108,2020-11-08,,Durham,Ontario,-5.0,-1.0,104.0,-31.0,-3.0,4.0
191,ChIJNWdhlINO1YkR3unhOZ62X8820201109,2020-11-09,,Durham,Ontario,-13.0,-1.0,35.0,-61.0,-34.0,13.0
192,ChIJNWdhlINO1YkR3unhOZ62X8820201110,2020-11-10,,Durham,Ontario,-10.0,0.0,36.0,-57.0,-36.0,12.0
193,ChIJNWdhlINO1YkR3unhOZ62X8820201111,2020-11-11,,Durham,Ontario,-8.0,2.0,17.0,-57.0,-36.0,14.0
194,ChIJNWdhlINO1YkR3unhOZ62X8820201112,2020-11-12,,Durham,Ontario,-11.0,3.0,10.0,-58.0,-34.0,13.0
195,ChIJNWdhlINO1YkR3unhOZ62X8820201113,2020-11-13,,Durham,Ontario,-14.0,-3.0,-14.0,-54.0,-35.0,14.0
196,ChIJNWdhlINO1YkR3unhOZ62X8820201114,2020-11-14,,Durham,Ontario,-11.0,6.0,50.0,-30.0,-1.0,6.0
197,ChIJNWdhlINO1YkR3unhOZ62X8820201115,2020-11-15,,Durham,Ontario,-18.0,-11.0,-38.0,-40.0,-10.0,7.0
198,ChIJNWdhlINO1YkR3unhOZ62X8820201116,2020-11-16,,Durham,Ontario,-15.0,-4.0,-20.0,-62.0,-36.0,14.0
199,ChIJNWdhlINO1YkR3unhOZ62X8820201117,2020-11-17,,Durham,Ontario,-15.0,-6.0,-20.0,-59.0,-37.0,14.0
200,ChIJNWdhlINO1YkR3unhOZ62X8820201118,2020-11-18,,Durham,Ontario,-12.0,-1.0,-22.0,-61.0,-34.0,14.0
201,ChIJNWdhlINO1YkR3unhOZ62X8820201119,2020-11-19,,Durham,Ontario,-12.0,3.0,-5.0,-59.0,-34.0,14.0
202,ChIJNWdhlINO1YkR3unhOZ62X8820201120,2020-11-20,,Durham,Ontario,-12.0,1.0,12.0,-53.0,-33.0,14.0
203,ChIJNWdhlINO1YkR3unhOZ62X8820201121,2020-11-21,,Durham,Ontario,-8.0,11.0,13.0,-31.0,-1.0,6.0
204,ChIJNWdhlINO1YkR3unhOZ62X8820201122,2020-11-22,,Durham,Ontario,-21.0,-12.0,-38.0,-40.0,-9.0,8.0
205,ChIJNWdhlINO1YkR3unhOZ62X8820201123,2020-11-23,,Durham,Ontario,-16.0,-2.0,-19.0,-61.0,-36.0,15.0
206,ChIJNWdhlINO1YkR3unhOZ62X8820201124,2020-11-24,,Durham,Ontario,-14.0,0.0,-23.0,-60.0,-37.0,15.0
207,ChIJNWdhlINO1YkR3unhOZ62X8820201125,2020-11-25,,Durham,Ontario,-14.0,-3.0,-31.0,-61.0,-35.0,15.0
208,ChIJNWdhlINO1YkR3unhOZ62X8820201126,2020-11-26,,Durham,Ontario,-10.0,7.0,-15.0,-57.0,-36.0,15.0
209,ChIJNWdhlINO1YkR3unhOZ62X8820201127,2020-11-27,,Durham,Ontario,-14.0,1.0,-15.0,-51.0,-35.0,15.0
210,ChIJNWdhlINO1YkR3unhOZ62X8820201128,2020-11-28,,Durham,Ontario,-9.0,9.0,41.0,-28.0,-2.0,7.0
211,ChIJNWdhlINO1YkR3unhOZ62X8820201129,2020-11-29,,Durham,Ontario,-7.0,2.0,34.0,-34.0,-6.0,6.0
212,ChIJNWdhlINO1YkR3unhOZ62X8820201130,2020-11-30,,Durham,Ontario,-16.0,-4.0,-39.0,-63.0,-37.0,16.0
213,ChIJNWdhlINO1YkR3unhOZ62X8820201201,2020-12-01,,Durham,Ontario,-18.0,-1.0,-36.0,-63.0,-39.0,16.0
214,ChIJNWdhlINO1YkR3unhOZ62X8820201202,2020-12-02,,Durham,Ontario,-13.0,3.0,-20.0,-62.0,-34.0,15.0
215,ChIJNWdhlINO1YkR3unhOZ62X8820201203,2020-12-03,,Durham,Ontario,-13.0,6.0,-14.0,-60.0,-35.0,15.0
216,ChIJNWdhlINO1YkR3unhOZ62X8820201204,2020-12-04,,Durham,Ontario,-22.0,-5.0,-37.0,-59.0,-34.0,17.0
217,ChIJNWdhlINO1YkR3unhOZ62X8820201205,2020-12-05,,Durham,Ontario,-12.0,9.0,6.0,-34.0,-5.0,8.0
218,ChIJNWdhlINO1YkR3unhOZ62X8820201206,2020-12-06,,Durham,Ontario,-11.0,2.0,5.0,-40.0,-7.0,7.0
219,ChIJNWdhlINO1YkR3unhOZ62X8820201207,2020-12-07,,Durham,Ontario,-14.0,0.0,-19.0,-63.0,-36.0,15.0
220,ChIJNWdhlINO1YkR3unhOZ62X8820201208,2020-12-08,,Durham,Ontario,-14.0,2.0,-20.0,-60.0,-36.0,15.0
221,ChIJNWdhlINO1YkR3unhOZ62X8820201209,2020-12-09,,Durham,Ontario,-19.0,-5.0,-33.0,-63.0,-36.0,16.0
222,ChIJNWdhlINO1YkR3unhOZ62X8820201210,2020-12-10,,Durham,Ontario,-11.0,10.0,-17.0,-60.0,-35.0,15.0
223,ChIJNWdhlINO1YkR3unhOZ62X8820201211,2020-12-11,,Durham,Ontario,-14.0,3.0,-9.0,-54.0,-33.0,15.0
224,ChIJNWdhlINO1YkR3unhOZ62X8820201212,2020-12-12,,Durham,Ontario,-15.0,7.0,-15.0,-32.0,-5.0,9.0
225,ChIJNWdhlINO1YkR3unhOZ62X8820201213,2020-12-13,,Durham,Ontario,-9.0,5.0,-2.0,-35.0,-8.0,7.0
226,ChIJNWdhlINO1YkR3unhOZ62X8820201214,2020-12-14,,Durham,Ontario,-10.0,9.0,-19.0,-61.0,-37.0,15.0
227,ChIJNWdhlINO1YkR3unhOZ62X8820201215,2020-12-15,,Durham,Ontario,-7.0,9.0,-24.0,-59.0,-37.0,15.0
228,ChIJNWdhlINO1YkR3unhOZ62X8820201216,2020-12-16,,Durham,Ontario,-9.0,5.0,-37.0,-61.0,-35.0,16.0
229,ChIJNWdhlINO1YkR3unhOZ62X8820201217,2020-12-17,,Durham,Ontario,-6.0,20.0,-20.0,-56.0,-35.0,15.0
230,ChIJNWdhlINO1YkR3unhOZ62X8820201218,2020-12-18,,Durham,Ontario,-11.0,11.0,-17.0,-53.0,-34.0,15.0
231,ChIJNWdhlINO1YkR3unhOZ62X8820201219,2020-12-19,,Durham,Ontario,-10.0,15.0,7.0,-26.0,-3.0,8.0
232,ChIJNWdhlINO1YkR3unhOZ62X8820201220,2020-12-20,,Durham,Ontario,-6.0,9.0,-13.0,-31.0,-6.0,7.0
233,ChIJNWdhlINO1YkR3unhOZ62X8820201221,2020-12-21,,Durham,Ontario,7.0,37.0,-4.0,-55.0,-44.0,15.0
234,ChIJNWdhlINO1YkR3unhOZ62X8820201222,2020-12-22,,Durham,Ontario,11.0,44.0,-7.0,-53.0,-47.0,15.0
235,ChIJNWdhlINO1YkR3unhOZ62X8820201223,2020-12-23,,Durham,Ontario,18.0,60.0,-5.0,-53.0,-46.0,15.0
236,ChIJNWdhlINO1YkR3unhOZ62X8820201224,2020-12-24,,Durham,Ontario,-7.0,51.0,-29.0,-62.0,-63.0,20.0
237,ChIJNWdhlINO1YkR3unhOZ62X8820201225,2020-12-25,,Durham,Ontario,-88.0,-79.0,-44.0,-88.0,-86.0,29.0
238,ChIJNWdhlINO1YkR3unhOZ62X8820201226,2020-12-26,,Durham,Ontario,-63.0,-48.0,-13.0,-67.0,-43.0,14.0
239,ChIJNWdhlINO1YkR3unhOZ62X8820201227,2020-12-27,,Durham,Ontario,-46.0,-29.0,-5.0,-60.0,-26.0,11.0
240,ChIJNWdhlINO1YkR3unhOZ62X8820201228,2020-12-28,,Durham,Ontario,-39.0,-14.0,-21.0,-78.0,-73.0,27.0
241,ChIJNWdhlINO1YkR3unhOZ62X8820201229,2020-12-29,,Durham,Ontario,-31.0,-3.0,-2.0,-73.0,-61.0,23.0
242,ChIJNWdhlINO1YkR3unhOZ62X8820201230,2020-12-30,,Durham,Ontario,-30.0,5.0,-40.0,-74.0,-59.0,24.0
243,ChIJNWdhlINO1YkR3unhOZ62X8820201231,2020-12-31,,Durham,Ontario,-23.0,26.0,0.0,-73.0,-64.0,23.0
244,ChIJz8mQnONoK4gRGbKpsIOFmnA20200901,2020-09-01,,Halton,Ontario,-12.0,2.0,0,-51.0,-49.0,14.0
245,ChIJz8mQnONoK4gRGbKpsIOFmnA20200902,2020-09-02,,Halton,Ontario,-11.0,0.0,0,-56.0,-50.0,15.0
246,ChIJz8mQnONoK4gRGbKpsIOFmnA20200903,2020-09-03,,Halton,Ontario,-11.0,3.0,0,-52.0,-49.0,13.0
247,ChIJz8mQnONoK4gRGbKpsIOFmnA20200904,2020-09-04,,Halton,Ontario,-13.0,3.0,0,-49.0,-49.0,12.0
248,ChIJz8mQnONoK4gRGbKpsIOFmnA20200905,2020-09-05,,Halton,Ontario,-20.0,0.0,0,-22.0,-7.0,2.0
249,ChIJz8mQnONoK4gRGbKpsIOFmnA20200906,2020-09-06,,Halton,Ontario,-7.0,2.0,0,0,-4.0,-1.0
250,ChIJz8mQnONoK4gRGbKpsIOFmnA20200907,2020-09-07,,Halton,Ontario,-51.0,-51.0,0,-64.0,-85.0,22.0
251,ChIJz8mQnONoK4gRGbKpsIOFmnA20200908,2020-09-08,,Halton,Ontario,-13.0,12.0,0,-55.0,-50.0,15.0
252,ChIJz8mQnONoK4gRGbKpsIOFmnA20200909,2020-09-09,,Halton,Ontario,-13.0,1.0,0,-55.0,-49.0,15.0
253,ChIJz8mQnONoK4gRGbKpsIOFmnA20200910,2020-09-10,,Halton,Ontario,-13.0,1.0,0,-50.0,-48.0,15.0
254,ChIJz8mQnONoK4gRGbKpsIOFmnA20200911,2020-09-11,,Halton,Ontario,-15.0,-1.0,137.0,-45.0,-45.0,13.0
255,ChIJz8mQnONoK4gRGbKpsIOFmnA20200912,2020-09-12,,Halton,Ontario,-13.0,1.0,254.0,-12.0,0.0,3.0
256,ChIJz8mQnONoK4gRGbKpsIOFmnA20200913,2020-09-13,,Halton,Ontario,-15.0,-4.0,129.0,-22.0,-5.0,3.0
257,ChIJz8mQnONoK4gRGbKpsIOFmnA20200914,2020-09-14,,Halton,Ontario,-15.0,0.0,146.0,-52.0,-45.0,15.0
258,ChIJz8mQnONoK4gRGbKpsIOFmnA20200915,2020-09-15,,Halton,Ontario,-16.0,-1.0,137.0,-53.0,-44.0,15.0
259,ChIJz8mQnONoK4gRGbKpsIOFmnA20200916,2020-09-16,,Halton,Ontario,-14.0,-5.0,141.0,-51.0,-46.0,15.0
260,ChIJz8mQnONoK4gRGbKpsIOFmnA20200917,2020-09-17,,Halton,Ontario,-14.0,-1.0,127.0,-52.0,-45.0,15.0
261,ChIJz8mQnONoK4gRGbKpsIOFmnA20200918,2020-09-18,,Halton,Ontario,-16.0,-2.0,109.0,-48.0,-42.0,13.0
262,ChIJz8mQnONoK4gRGbKpsIOFmnA20200919,2020-09-19,,Halton,Ontario,-15.0,2.0,217.0,-19.0,-1.0,4.0
263,ChIJz8mQnONoK4gRGbKpsIOFmnA20200920,2020-09-20,,Halton,Ontario,-13.0,-1.0,174.0,-17.0,-2.0,3.0
264,ChIJz8mQnONoK4gRGbKpsIOFmnA20200921,2020-09-21,,Halton,Ontario,-19.0,0.0,126.0,-57.0,-46.0,15.0
265,ChIJz8mQnONoK4gRGbKpsIOFmnA20200922,2020-09-22,,Halton,Ontario,-19.0,0.0,136.0,-56.0,-45.0,15.0
266,ChIJz8mQnONoK4gRGbKpsIOFmnA20200923,2020-09-23,,Halton,Ontario,-16.0,-2.0,137.0,-55.0,-45.0,15.0
267,ChIJz8mQnONoK4gRGbKpsIOFmnA20200924,2020-09-24,,Halton,Ontario,-18.0,1.0,114.0,-55.0,-44.0,16.0
268,ChIJz8mQnONoK4gRGbKpsIOFmnA20200925,2020-09-25,,Halton,Ontario,-19.0,1.0,134.0,-48.0,-41.0,13.0
269,ChIJz8mQnONoK4gRGbKpsIOFmnA20200926,2020-09-26,,Halton,Ontario,-16.0,5.0,275.0,-24.0,2.0,3.0
270,ChIJz8mQnONoK4gRGbKpsIOFmnA20200927,2020-09-27,,Halton,Ontario,-15.0,3.0,202.0,-21.0,0.0,2.0
271,ChIJz8mQnONoK4gRGbKpsIOFmnA20200928,2020-09-28,,Halton,Ontario,-21.0,2.0,117.0,-56.0,-44.0,15.0
272,ChIJz8mQnONoK4gRGbKpsIOFmnA20200929,2020-09-29,,Halton,Ontario,-20.0,4.0,98.0,-55.0,-43.0,15.0
273,ChIJz8mQnONoK4gRGbKpsIOFmnA20200930,2020-09-30,,Halton,Ontario,-19.0,0.0,44.0,-56.0,-45.0,17.0
274,ChIJz8mQnONoK4gRGbKpsIOFmnA20201001,2020-10-01,,Halton,Ontario,-18.0,4.0,76.0,-56.0,-42.0,16.0
275,ChIJz8mQnONoK4gRGbKpsIOFmnA20201002,2020-10-02,,Halton,Ontario,-22.0,-1.0,38.0,-55.0,-41.0,16.0
276,ChIJz8mQnONoK4gRGbKpsIOFmnA20201003,2020-10-03,,Halton,Ontario,-17.0,6.0,188.0,-27.0,-1.0,5.0
277,ChIJz8mQnONoK4gRGbKpsIOFmnA20201004,2020-10-04,,Halton,Ontario,-24.0,0.0,-6.0,-32.0,-8.0,6.0
278,ChIJz8mQnONoK4gRGbKpsIOFmnA20201005,2020-10-05,,Halton,Ontario,-21.0,4.0,113.0,-56.0,-43.0,15.0
279,ChIJz8mQnONoK4gRGbKpsIOFmnA20201006,2020-10-06,,Halton,Ontario,-21.0,4.0,116.0,-55.0,-43.0,15.0
280,ChIJz8mQnONoK4gRGbKpsIOFmnA20201007,2020-10-07,,Halton,Ontario,-19.0,4.0,63.0,-57.0,-44.0,17.0
281,ChIJz8mQnONoK4gRGbKpsIOFmnA20201008,2020-10-08,,Halton,Ontario,-18.0,9.0,86.0,-55.0,-42.0,16.0
282,ChIJz8mQnONoK4gRGbKpsIOFmnA20201009,2020-10-09,,Halton,Ontario,-18.0,13.0,123.0,-50.0,-41.0,14.0
283,ChIJz8mQnONoK4gRGbKpsIOFmnA20201010,2020-10-10,,Halton,Ontario,-21.0,12.0,215.0,-29.0,-4.0,5.0
284,ChIJz8mQnONoK4gRGbKpsIOFmnA20201011,2020-10-11,,Halton,Ontario,-22.0,9.0,126.0,-24.0,-6.0,3.0
285,ChIJz8mQnONoK4gRGbKpsIOFmnA20201012,2020-10-12,,Halton,Ontario,-59.0,-54.0,259.0,-78.0,-85.0,25.0
286,ChIJz8mQnONoK4gRGbKpsIOFmnA20201013,2020-10-13,,Halton,Ontario,-21.0,8.0,133.0,-55.0,-43.0,15.0
287,ChIJz8mQnONoK4gRGbKpsIOFmnA20201014,2020-10-14,,Halton,Ontario,-16.0,4.0,107.0,-55.0,-44.0,17.0
288,ChIJz8mQnONoK4gRGbKpsIOFmnA20201015,2020-10-15,,Halton,Ontario,-22.0,-2.0,-1.0,-58.0,-43.0,19.0
289,ChIJz8mQnONoK4gRGbKpsIOFmnA20201016,2020-10-16,,Halton,Ontario,-18.0,3.0,97.0,-51.0,-40.0,16.0
290,ChIJz8mQnONoK4gRGbKpsIOFmnA20201017,2020-10-17,,Halton,Ontario,-13.0,10.0,246.0,-23.0,-2.0,6.0
291,ChIJz8mQnONoK4gRGbKpsIOFmnA20201018,2020-10-18,,Halton,Ontario,-18.0,0.0,82.0,-28.0,-8.0,6.0
292,ChIJz8mQnONoK4gRGbKpsIOFmnA20201019,2020-10-19,,Halton,Ontario,-24.0,-1.0,12.0,-59.0,-43.0,18.0
293,ChIJz8mQnONoK4gRGbKpsIOFmnA20201020,2020-10-20,,Halton,Ontario,-21.0,2.0,86.0,-55.0,-42.0,16.0
294,ChIJz8mQnONoK4gRGbKpsIOFmnA20201021,2020-10-21,,Halton,Ontario,-19.0,0.0,53.0,-56.0,-44.0,18.0
295,ChIJz8mQnONoK4gRGbKpsIOFmnA20201022,2020-10-22,,Halton,Ontario,-19.0,1.0,39.0,-55.0,-42.0,18.0
296,ChIJz8mQnONoK4gRGbKpsIOFmnA20201023,2020-10-23,,Halton,Ontario,-18.0,-1.0,153.0,-50.0,-40.0,15.0
297,ChIJz8mQnONoK4gRGbKpsIOFmnA20201024,2020-10-24,,Halton,Ontario,-14.0,7.0,139.0,-26.0,-2.0,7.0
298,ChIJz8mQnONoK4gRGbKpsIOFmnA20201025,2020-10-25,,Halton,Ontario,-15.0,1.0,65.0,-25.0,-6.0,6.0
299,ChIJz8mQnONoK4gRGbKpsIOFmnA20201026,2020-10-26,,Halton,Ontario,-22.0,2.0,42.0,-55.0,-42.0,17.0
300,ChIJz8mQnONoK4gRGbKpsIOFmnA20201027,2020-10-27,,Halton,Ontario,-22.0,1.0,27.0,-56.0,-42.0,17.0
301,ChIJz8mQnONoK4gRGbKpsIOFmnA20201028,2020-10-28,,Halton,Ontario,-15.0,4.0,74.0,-56.0,-43.0,17.0
302,ChIJz8mQnONoK4gRGbKpsIOFmnA20201029,2020-10-29,,Halton,Ontario,-18.0,4.0,26.0,-56.0,-41.0,17.0
303,ChIJz8mQnONoK4gRGbKpsIOFmnA20201030,2020-10-30,,Halton,Ontario,-18.0,4.0,16.0,-54.0,-40.0,16.0
304,ChIJz8mQnONoK4gRGbKpsIOFmnA20201031,2020-10-31,,Halton,Ontario,-16.0,10.0,120.0,-24.0,-1.0,7.0
305,ChIJz8mQnONoK4gRGbKpsIOFmnA20201101,2020-11-01,,Halton,Ontario,-21.0,-2.0,-13.0,-32.0,-10.0,7.0
306,ChIJz8mQnONoK4gRGbKpsIOFmnA20201102,2020-11-02,,Halton,Ontario,-23.0,-1.0,18.0,-57.0,-42.0,17.0
307,ChIJz8mQnONoK4gRGbKpsIOFmnA20201103,2020-11-03,,Halton,Ontario,-23.0,-4.0,32.0,-57.0,-42.0,17.0
308,ChIJz8mQnONoK4gRGbKpsIOFmnA20201104,2020-11-04,,Halton,Ontario,-18.0,-6.0,91.0,-56.0,-42.0,17.0
309,ChIJz8mQnONoK4gRGbKpsIOFmnA20201105,2020-11-05,,Halton,Ontario,-18.0,-1.0,74.0,-55.0,-40.0,17.0
310,ChIJz8mQnONoK4gRGbKpsIOFmnA20201106,2020-11-06,,Halton,Ontario,-17.0,-2.0,108.0,-52.0,-38.0,16.0
311,ChIJz8mQnONoK4gRGbKpsIOFmnA20201107,2020-11-07,,Halton,Ontario,-12.0,1.0,255.0,-26.0,-1.0,5.0
312,ChIJz8mQnONoK4gRGbKpsIOFmnA20201108,2020-11-08,,Halton,Ontario,-11.0,1.0,209.0,-23.0,-4.0,4.0
313,ChIJz8mQnONoK4gRGbKpsIOFmnA20201109,2020-11-09,,Halton,Ontario,-20.0,0.0,119.0,-56.0,-41.0,16.0
314,ChIJz8mQnONoK4gRGbKpsIOFmnA20201110,2020-11-10,,Halton,Ontario,-18.0,2.0,145.0,-56.0,-41.0,16.0
315,ChIJz8mQnONoK4gRGbKpsIOFmnA20201111,2020-11-11,,Halton,Ontario,-13.0,3.0,77.0,-57.0,-44.0,17.0
316,ChIJz8mQnONoK4gRGbKpsIOFmnA20201112,2020-11-12,,Halton,Ontario,-18.0,3.0,56.0,-55.0,-41.0,17.0
317,ChIJz8mQnONoK4gRGbKpsIOFmnA20201113,2020-11-13,,Halton,Ontario,-17.0,0.0,32.0,-52.0,-40.0,17.0
318,ChIJz8mQnONoK4gRGbKpsIOFmnA20201114,2020-11-14,,Halton,Ontario,-16.0,8.0,117.0,-29.0,-2.0,8.0
319,ChIJz8mQnONoK4gRGbKpsIOFmnA20201115,2020-11-15,,Halton,Ontario,-25.0,-10.0,-41.0,-38.0,-13.0,8.0
320,ChIJz8mQnONoK4gRGbKpsIOFmnA20201116,2020-11-16,,Halton,Ontario,-26.0,-2.0,6.0,-60.0,-43.0,18.0
321,ChIJz8mQnONoK4gRGbKpsIOFmnA20201117,2020-11-17,,Halton,Ontario,-26.0,-3.0,6.0,-59.0,-43.0,18.0
322,ChIJz8mQnONoK4gRGbKpsIOFmnA20201118,2020-11-18,,Halton,Ontario,-22.0,-2.0,7.0,-58.0,-44.0,19.0
323,ChIJz8mQnONoK4gRGbKpsIOFmnA20201119,2020-11-19,,Halton,Ontario,-21.0,2.0,38.0,-57.0,-41.0,18.0
324,ChIJz8mQnONoK4gRGbKpsIOFmnA20201120,2020-11-20,,Halton,Ontario,-19.0,3.0,80.0,-50.0,-40.0,17.0
325,ChIJz8mQnONoK4gRGbKpsIOFmnA20201121,2020-11-21,,Halton,Ontario,-18.0,10.0,62.0,-28.0,-4.0,8.0
326,ChIJz8mQnONoK4gRGbKpsIOFmnA20201122,2020-11-22,,Halton,Ontario,-35.0,-14.0,-43.0,-37.0,-16.0,10.0
327,ChIJz8mQnONoK4gRGbKpsIOFmnA20201123,2020-11-23,,Halton,Ontario,-23.0,2.0,-2.0,-58.0,-44.0,19.0
328,ChIJz8mQnONoK4gRGbKpsIOFmnA20201124,2020-11-24,,Halton,Ontario,-21.0,2.0,3.0,-57.0,-43.0,18.0
329,ChIJz8mQnONoK4gRGbKpsIOFmnA20201125,2020-11-25,,Halton,Ontario,-19.0,0.0,-11.0,-56.0,-44.0,20.0
330,ChIJz8mQnONoK4gRGbKpsIOFmnA20201126,2020-11-26,,Halton,Ontario,-13.0,6.0,19.0,-53.0,-42.0,18.0
331,ChIJz8mQnONoK4gRGbKpsIOFmnA20201127,2020-11-27,,Halton,Ontario,-14.0,6.0,24.0,-49.0,-45.0,18.0
332,ChIJz8mQnONoK4gRGbKpsIOFmnA20201128,2020-11-28,,Halton,Ontario,-12.0,14.0,116.0,-19.0,-5.0,9.0
333,ChIJz8mQnONoK4gRGbKpsIOFmnA20201129,2020-11-29,,Halton,Ontario,-12.0,6.0,97.0,-20.0,-10.0,7.0
334,ChIJz8mQnONoK4gRGbKpsIOFmnA20201130,2020-11-30,,Halton,Ontario,-22.0,0.0,-32.0,-59.0,-45.0,19.0
335,ChIJz8mQnONoK4gRGbKpsIOFmnA20201201,2020-12-01,,Halton,Ontario,-31.0,-8.0,-1.0,-59.0,-46.0,20.0
336,ChIJz8mQnONoK4gRGbKpsIOFmnA20201202,2020-12-02,,Halton,Ontario,-18.0,3.0,8.0,-54.0,-44.0,19.0
337,ChIJz8mQnONoK4gRGbKpsIOFmnA20201203,2020-12-03,,Halton,Ontario,-16.0,6.0,17.0,-54.0,-41.0,19.0
338,ChIJz8mQnONoK4gRGbKpsIOFmnA20201204,2020-12-04,,Halton,Ontario,-20.0,2.0,1.0,-48.0,-40.0,19.0
339,ChIJz8mQnONoK4gRGbKpsIOFmnA20201205,2020-12-05,,Halton,Ontario,-14.0,13.0,70.0,-15.0,-5.0,9.0
340,ChIJz8mQnONoK4gRGbKpsIOFmnA20201206,2020-12-06,,Halton,Ontario,-15.0,6.0,41.0,-11.0,-12.0,8.0
341,ChIJz8mQnONoK4gRGbKpsIOFmnA20201207,2020-12-07,,Halton,Ontario,-20.0,4.0,16.0,-55.0,-43.0,18.0
342,ChIJz8mQnONoK4gRGbKpsIOFmnA20201208,2020-12-08,,Halton,Ontario,-21.0,3.0,25.0,-56.0,-42.0,18.0
343,ChIJz8mQnONoK4gRGbKpsIOFmnA20201209,2020-12-09,,Halton,Ontario,-18.0,2.0,1.0,-54.0,-43.0,19.0
344,ChIJz8mQnONoK4gRGbKpsIOFmnA20201210,2020-12-10,,Halton,Ontario,-15.0,8.0,39.0,-53.0,-42.0,18.0
345,ChIJz8mQnONoK4gRGbKpsIOFmnA20201211,2020-12-11,,Halton,Ontario,-15.0,9.0,60.0,-47.0,-41.0,18.0
346,ChIJz8mQnONoK4gRGbKpsIOFmnA20201212,2020-12-12,,Halton,Ontario,-19.0,8.0,0.0,-21.0,-8.0,11.0
347,ChIJz8mQnONoK4gRGbKpsIOFmnA20201213,2020-12-13,,Halton,Ontario,-12.0,10.0,40.0,-16.0,-11.0,8.0
348,ChIJz8mQnONoK4gRGbKpsIOFmnA20201214,2020-12-14,,Halton,Ontario,-17.0,9.0,15.0,-54.0,-44.0,18.0
349,ChIJz8mQnONoK4gRGbKpsIOFmnA20201215,2020-12-15,,Halton,Ontario,-16.0,12.0,14.0,-53.0,-43.0,18.0
350,ChIJz8mQnONoK4gRGbKpsIOFmnA20201216,2020-12-16,,Halton,Ontario,-15.0,6.0,-9.0,-56.0,-45.0,20.0
351,ChIJz8mQnONoK4gRGbKpsIOFmnA20201217,2020-12-17,,Halton,Ontario,-11.0,13.0,5.0,-51.0,-43.0,19.0
352,ChIJz8mQnONoK4gRGbKpsIOFmnA20201218,2020-12-18,,Halton,Ontario,-12.0,13.0,26.0,-47.0,-41.0,18.0
353,ChIJz8mQnONoK4gRGbKpsIOFmnA20201219,2020-12-19,,Halton,Ontario,-12.0,20.0,49.0,-15.0,-7.0,10.0
354,ChIJz8mQnONoK4gRGbKpsIOFmnA20201220,2020-12-20,,Halton,Ontario,-8.0,16.0,32.0,-8.0,-11.0,8.0
355,ChIJz8mQnONoK4gRGbKpsIOFmnA20201221,2020-12-21,,Halton,Ontario,3.0,40.0,51.0,-50.0,-52.0,18.0
356,ChIJz8mQnONoK4gRGbKpsIOFmnA20201222,2020-12-22,,Halton,Ontario,5.0,46.0,45.0,-50.0,-52.0,18.0
357,ChIJz8mQnONoK4gRGbKpsIOFmnA20201223,2020-12-23,,Halton,Ontario,15.0,63.0,71.0,-47.0,-54.0,18.0
358,ChIJz8mQnONoK4gRGbKpsIOFmnA20201224,2020-12-24,,Halton,Ontario,-14.0,46.0,3.0,-57.0,-68.0,24.0
359,ChIJz8mQnONoK4gRGbKpsIOFmnA20201225,2020-12-25,,Halton,Ontario,-87.0,-79.0,25.0,-85.0,-89.0,32.0
360,ChIJz8mQnONoK4gRGbKpsIOFmnA20201226,2020-12-26,,Halton,Ontario,-69.0,-48.0,52.0,-64.0,-47.0,16.0
361,ChIJz8mQnONoK4gRGbKpsIOFmnA20201227,2020-12-27,,Halton,Ontario,-54.0,-21.0,63.0,-53.0,-29.0,11.0
362,ChIJz8mQnONoK4gRGbKpsIOFmnA20201228,2020-12-28,,Halton,Ontario,-49.0,-8.0,43.0,-77.0,-77.0,29.0
363,ChIJz8mQnONoK4gRGbKpsIOFmnA20201229,2020-12-29,,Halton,Ontario,-42.0,2.0,94.0,-71.0,-66.0,25.0
